iter,frames,mean_reward,loss_total,loss_policy,loss_value
1,3200,0.20398323237895966,0.40017735833923024,-0.08118208259499321,0.7405647588272889
2,6400,0.19711990654468536,0.23216283495227497,-0.06517523732812454,0.5550846988956134
3,9600,0.2505010664463043,0.4760676212608814,-0.07160389872733504,0.8053465873003006
4,12800,0.1947849839925766,0.22426975617806116,-0.07881618429285785,0.5597457855939865
5,16000,0.23512521386146545,0.2686385069042444,-0.08298446524422616,0.6089896942178409
6,19200,0.20638743042945862,0.15731121649344762,-0.07586963035864755,0.49023315658171973
7,22400,0.22945083677768707,0.15278273994723957,-0.07940691414987669,0.4896830173830191
8,25600,0.28483596444129944,0.2643721333394448,-0.07893183153743545,0.6015588010350863
9,28800,0.24373313784599304,0.14526711764434974,-0.073053006369931,0.47460072139898934
10,32000,0.24580444395542145,0.1321676352371772,-0.07311194912375261,0.4622619219124317
11,35200,0.22841481864452362,0.09424353490273157,-0.07655046904692427,0.4274568414936463
12,38400,0.2912690341472626,0.2698386423289776,-0.07278594997090598,0.5994887873530388
13,41600,0.2808705270290375,0.23270733542740346,-0.07456722788823147,0.5633437978724639
14,44800,0.29643264412879944,0.24788114962478477,-0.07398073605727404,0.5782554564376672
15,48000,0.32330870628356934,0.2070306982845068,-0.0739507626548099,0.5371790366868178
16,51200,0.303658127784729,0.3266739708681901,-0.07353567506652325,0.6561110784610112
17,54400,0.3249143660068512,0.29124324942628543,-0.07605343235190958,0.6228545573850472
18,57600,0.37593042850494385,0.5680470516284307,-0.07219318769639357,0.8958231523633003
19,60800,0.33755719661712646,0.25692111092309156,-0.0770215621315098,0.5900874736408392
20,64000,0.302999347448349,0.38393973459800085,-0.07778145310391361,0.7177758698662122
21,67200,0.32994964718818665,0.285374670351545,-0.07740968376553307,0.6178431694706281
22,70400,0.32826271653175354,0.23351202954848607,-0.0836051990898947,0.5732839231689771
23,73600,0.3444245159626007,0.14457604959607123,-0.07907279906794429,0.4792020129660765
24,76800,0.3553537130355835,0.21288144228359063,-0.07414019984814028,0.5423936744530996
25,80000,0.3851430416107178,0.3677944197009007,-0.07168566350592301,0.6943419282635053
26,83200,0.3529049754142761,0.20140029527246953,-0.07935931802106401,0.5358815995355447
27,86400,0.35265401005744934,0.24624176025390626,-0.07502414928749204,0.5760482385754585
28,89600,0.39793670177459717,0.40686789179841676,-0.06063253168443528,0.7230961715181669
29,92800,0.391448438167572,0.4398176786800226,-0.07612658140715212,0.7708819178243478
30,96000,0.36091065406799316,0.2931371994316578,-0.07973604920941095,0.6275870566566785
31,99200,0.4104805886745453,0.5376269102096558,-0.07158401498260597,0.8639377156893412
32,102400,0.40121203660964966,0.35666427090764047,-0.07994656113442034,0.6913835667073727
33,105600,0.3961244225502014,0.3640210531651974,-0.07746183460888763,0.6946738094091416
34,108800,0.44107142090797424,0.5032381907105445,-0.0723894831802075,0.828851114710172
35,112000,0.4651627838611603,0.5380400898555915,-0.0729568682766209,0.8652710355818272
36,115200,0.43822968006134033,0.4702361618479093,-0.0752982489260224,0.798188196370999
37,118400,0.41764259338378906,0.4621574588119984,-0.07962930436866979,0.7942564701040585
38,121600,0.45865190029144287,0.46152445214490095,-0.07748813876726975,0.7911384150385856
39,124800,0.4409404397010803,0.7148452773690224,-0.08026896973218148,1.046466773748398
40,128000,0.5327258110046387,0.6379367001354694,-0.0710234861006029,0.9603301167488099
41,131200,0.4834773540496826,0.615049484372139,-0.07771691947709769,0.9440915142496427
42,134400,0.5374166965484619,0.7493951628605525,-0.07428651005999806,1.074811762571335
43,137600,0.5417143702507019,0.5674062718947729,-0.07426569857634605,0.8934738333026568
44,140800,0.5159445405006409,0.7354422641297181,-0.07148202349587034,1.0569861566027006
45,144000,0.5544331669807434,0.7916067019104958,-0.0705926752416417,1.11299340625604
46,147200,0.5194366574287415,0.8648620078961055,-0.0757264166061456,1.189824819068114
47,150400,0.48533111810684204,0.7101765709618727,-0.07818766162575533,1.0380531340837478
48,153600,0.5094388723373413,0.9196271646767855,-0.07878654671755309,1.2469364816943804
49,156800,0.560681939125061,0.8668370708823204,-0.07397457473756125,1.1915726497769357
50,160000,0.5589100122451782,0.8252478212118148,-0.06840263629953067,1.1432317599654198
51,163200,0.582467794418335,1.1045240523914497,-0.07740234372516473,1.4300813376903534
52,166400,0.5482051372528076,1.1401598180333774,-0.07905954546295106,1.4676980674266815
53,169600,0.6039711833000183,1.0181226869424185,-0.0723525967138509,1.337304025888443
54,172800,0.5690639615058899,1.1771941393613816,-0.07299556236248464,1.4969569514195125
55,176000,0.6559099555015564,1.1097482939561207,-0.06116418353437136,1.4192794521649679
56,179200,0.6299729943275452,1.2870111639300983,-0.06301753914837414,1.5976345400015513
57,182400,0.6834521293640137,1.132721491654714,-0.07239362488035113,1.452290548880895
58,185600,0.6690168976783752,1.5067557702461878,-0.06894531261641532,1.8230505834023158
59,188800,0.5908100008964539,1.1981705519060293,-0.0757876804137292,1.5214408089717228
60,192000,0.6201637387275696,1.415936822195848,-0.07132564794737846,1.7341878135999045
61,195200,0.6717882752418518,1.2034434899687767,-0.07057574183757727,1.5218410323063531
62,198400,0.668973445892334,1.330789562066396,-0.06978813939495013,1.6458700130383173
63,201600,0.645984411239624,1.220309210817019,-0.07539633935472617,1.5418892140189806
