iter,mean_reward,loss_total
1,1.1281119585037231,8.654176780581475
2,1.074613094329834,9.42747894525528
3,1.143937587738037,9.707268258929252
4,1.1546812057495117,9.05756460428238
5,1.1396993398666382,8.044591149687767
6,1.2001808881759644,8.176416945457458
7,1.1985834836959839,7.348171049356461
8,1.2514262199401855,7.181055182218552
9,1.2876474857330322,7.068336188793182
10,1.254032850265503,5.862268079817295
11,1.318444848060608,5.695670269429684
12,1.381603479385376,5.962152522802353
13,1.3653581142425537,5.044305561482906
14,1.3074229955673218,4.351732274889946
15,1.3915051221847534,4.244120232760906
16,1.3917336463928223,3.666736403107643
17,1.4318034648895264,3.460600693523884
18,1.4162521362304688,3.285316491127014
19,1.4496597051620483,2.7320909895002843
20,1.4302263259887695,2.412668210268021
21,1.4360628128051758,2.263988573104143
22,1.446858525276184,2.2108504973351955
23,1.4703209400177002,2.152043405920267
24,1.4665589332580566,2.076373662799597
25,1.4908791780471802,2.0917886145412923
26,1.4899017810821533,1.805051027983427
27,1.4841055870056152,1.832933958619833
28,1.4940545558929443,1.9782049007713796
29,1.4943405389785767,1.979840487986803
30,1.5045766830444336,1.2284794587641954
31,1.522636890411377,1.0902789108455182
32,1.573899507522583,1.1794280406087636
33,1.5109572410583496,1.0196296636015176
34,1.5408470630645752,0.8779489995911718
35,1.5568437576293945,1.003709414228797
36,1.5893312692642212,1.1285632647573949
37,1.6026382446289062,1.0504971422255038
38,1.6524624824523926,0.9462675388902426
39,1.651200771331787,0.9862464915961027
40,1.6334989070892334,1.0629490286111831
41,1.6602107286453247,0.8272196201607585
42,1.6842725276947021,0.9137665275484324
43,1.6971007585525513,0.9687761314213276
44,1.6846978664398193,0.8858792059123516
45,1.6778008937835693,0.9976597860455513
46,1.6943618059158325,1.0758636623620987
47,1.6979292631149292,0.8940910883247852
48,1.7151422500610352,1.015733316168189
49,1.7474431991577148,0.8879828255623579
50,1.7317464351654053,0.9298661570996046
51,1.7403910160064697,0.8699387213215232
52,1.7776577472686768,0.9175766840577125
53,1.761099934577942,0.9023623958230018
54,1.7742053270339966,0.8704457294195891
55,1.7918274402618408,1.0453909385949374
56,1.8119196891784668,0.9024367772042752
57,1.8271390199661255,0.9037357036024332
58,1.8238672018051147,0.9106831522658467
59,1.8431419134140015,0.9476884804666043
60,1.866086721420288,0.9077627502381802
61,1.8689807653427124,0.8881470996886491
62,1.8887805938720703,0.9640865288674831
63,1.8813109397888184,1.1007810797542334
64,1.9197955131530762,0.8900346290320158
65,1.9335951805114746,1.0382659129798413
66,1.9199059009552002,0.9515971444547177
67,1.9541956186294556,0.9981699269264936
68,1.9455257654190063,0.9441026981920004
69,1.9664250612258911,0.8971772469580174
70,1.996775507926941,0.784654489159584
71,1.9839942455291748,0.8010669581592083
72,1.9978116750717163,0.9052124496549367
73,2.0234756469726562,0.8446182530373335
74,2.0607690811157227,0.8375463437288999
75,2.0684072971343994,0.9610197968780995
76,2.0687944889068604,0.9211554102599621
77,2.075861930847168,0.9992135774344206
78,2.117042303085327,0.7140440560877324
79,2.100013256072998,0.8052146099507809
80,2.11952805519104,0.7533253101631999
81,2.142369270324707,0.7768487062305212
82,2.1709072589874268,0.621914641931653
83,2.172506809234619,0.65742890778929
84,2.1929569244384766,0.573467948101461
85,2.1650688648223877,0.5691321877762675
86,2.193854808807373,0.8041845045983791
87,2.2180867195129395,0.5231460176408291
88,2.221601963043213,0.4266248637810349
89,2.2168803215026855,0.451526565104723
90,2.2289390563964844,0.47320119040086867
91,2.248040199279785,0.4893767927773297
92,2.255253314971924,0.4482079724781215
93,2.267747402191162,0.44003547430038453
94,2.2796812057495117,0.4288181964308023
95,2.291236400604248,0.48353507500141857
96,2.310298442840576,0.4668429547920823
97,2.3040530681610107,0.6057050675153732
98,2.3102476596832275,0.5934259129688144
