iter,frames,mean_reward,loss_total,loss_policy,loss_value
1,4096,0.47137126326560974,1.6512312235310673,-0.11623231294797734,1.9286414667032659
2,8192,0.47749680280685425,0.14549605641514063,-0.10766410584910772,0.414004280557856
3,12288,0.47879543900489807,-0.082749182311818,-0.11062895459181163,0.18878012634813784
4,16384,0.4897654354572296,-0.10635459152981638,-0.11693391726876143,0.17119243699125947
5,20480,0.4983230233192444,-0.1230116720777005,-0.11586237283772789,0.15333784325048327
6,24576,0.5049838423728943,-0.12462246832437814,-0.11486384239979089,0.1505651706829667
7,28672,0.5160072445869446,-0.15117133492603899,-0.11718736505135893,0.126236234838143
8,32768,0.5230154395103455,-0.16235393327660858,-0.11427193511044606,0.1118339226115495
9,36864,0.5319622755050659,-0.17784516070969403,-0.11621641418023501,0.09801957183517515
10,40960,0.5420416593551636,-0.16821123943664135,-0.11489686744753272,0.10611442979425192
11,45056,0.5531551241874695,-0.18728195959702135,-0.11390131079824642,0.08581024068407714
12,49152,0.5647013187408447,-0.19962971466593443,-0.11715320336807053,0.0762593810679391
13,53248,0.5701004266738892,-0.19301086612977086,-0.1147521287901327,0.08007632675580681
14,57344,0.5812788605690002,-0.1876916955690831,-0.11304939783876762,0.08338294625282287
15,61440,0.5863121747970581,-0.20241074841469525,-0.11289513750525657,0.06793438699096441
16,65536,0.5955294966697693,-0.19797370182350277,-0.11422015714342706,0.07294755852781236
17,69632,0.6058299541473389,-0.20353916175663472,-0.11201350116170943,0.0644070534966886
18,73728,0.6126860976219177,-0.19796503749676048,-0.11181554537033662,0.06926349624991417
19,77824,0.6198869943618774,-0.2050519716460258,-0.11061840148759075,0.060260892915539446
20,81920,0.6272557973861694,-0.21562355803325772,-0.11180368189816363,0.05015551482792944
21,86016,0.635779857635498,-0.2114147709682584,-0.11063848930061795,0.05257444204762578
22,90112,0.6412442326545715,-0.21855402365326881,-0.11240781343658454,0.04644474892411381
23,94208,0.6531857252120972,-0.2075749103911221,-0.10924701757030561,0.05314881389494985
24,98304,0.6593801975250244,-0.2166241875384003,-0.11151502702850849,0.04537910372018814
25,102400,0.6671669483184814,-0.21259814109653236,-0.11082387247588485,0.04768467750400305
26,106496,0.6761065125465393,-0.21032789801247417,-0.1089238374173874,0.04709696085192263
27,110592,0.6813706755638123,-0.21387507496401667,-0.10578618969011586,0.03972278779838234
28,114688,0.6867169141769409,-0.21438957029022276,-0.10699299184198026,0.038988372741732745
29,118784,0.6926701068878174,-0.21261371886357666,-0.10664729669224471,0.039241841970942916
30,122880,0.7004792094230652,-0.2060119687113911,-0.105056508484995,0.04320490200771019
31,126976,0.7055457830429077,-0.20701094837859274,-0.10547610712819733,0.04211818240582943
32,131072,0.7099876403808594,-0.21320756878703834,-0.10677410893258639,0.03605529469205067
33,135168,0.7182690501213074,-0.21297701629810034,-0.10657664161990396,0.034401784965302794
34,139264,0.7243322730064392,-0.2111929670907557,-0.10636936608352698,0.034774903336074206
35,143360,0.7324804663658142,-0.212641358980909,-0.10674761212430894,0.032491100567858665
36,147456,0.7390846014022827,-0.20990678952075542,-0.10543032853747718,0.03226880629081279
37,151552,0.7471251487731934,-0.20487582697533072,-0.10443464150303043,0.034425972390454265
38,155648,0.750603973865509,-0.20383322103880347,-0.10088342680246569,0.030814223701599985
39,159744,0.7567683458328247,-0.20760144302621483,-0.10353572136664298,0.02859227965818718
40,163840,0.7633219957351685,-0.2032230008393526,-0.10167700570891611,0.029906034795567395
41,167936,0.7667280435562134,-0.20426121684722603,-0.10104770376929081,0.027042507322039454
42,172032,0.7731302976608276,-0.20138017092831434,-0.10316060861805454,0.02986867488361895
43,176128,0.7769674062728882,-0.20134289404377342,-0.10029168675464462,0.025205638026818633
44,180224,0.7842062711715698,-0.19629515004344283,-0.09773861456196756,0.026140711177140473
45,184320,0.7890463471412659,-0.19775320095941423,-0.10057153760571964,0.025611863285303117
46,188416,0.7932857871055603,-0.1958427363540977,-0.09988019367447123,0.025091868394520135
47,192512,0.7972083687782288,-0.20344285070896148,-0.10389436128316447,0.020520573249086738
48,196608,0.8047983050346375,-0.1946598721668124,-0.0997593245934695,0.022754199348855763
49,200704,0.8131795525550842,-0.182639718381688,-0.09366503598284907,0.025614767475053667
50,204800,0.818179190158844,-0.19015466030687095,-0.09802780192112551,0.020477372349705546
51,208896,0.8180899620056152,-0.18740685016382486,-0.09598101386218331,0.020369927980937064
52,212992,0.8256279230117798,-0.1857126177754253,-0.09233513786020922,0.01645289239822887
53,217088,0.8301100730895996,-0.18482541216071696,-0.09546582147304435,0.017739953071577476
54,221184,0.8370034694671631,-0.1771096987184137,-0.09227751661965158,0.020218958059558645
55,225280,0.8372775316238403,-0.17595132561400534,-0.0917008338845335,0.020104229735443367
56,229376,0.8391194343566895,-0.174634647089988,-0.09186632516793906,0.019947698595933615
57,233472,0.8451133966445923,-0.17826886642724277,-0.09614136155869346,0.01840412669116631
58,237568,0.8497503995895386,-0.17617180277593433,-0.09254862879606662,0.014896646502893417
59,241664,0.8528684973716736,-0.16926731027197092,-0.0894242209775257,0.016421867616008966
